NAME,PRICE,DATE
"
                                                       เก้าอี้สำนักงาน JOSHUA DK-BN 57x56x70.5
                        ", 2160,10/26/2021
"
                                                       เก้าอี้สำนักงาน JOSHUA DK-BN 57x56x70.5
                        ", 3600,10/31/2021
"
                                                       เก้าอี้สำนักงาน JOSHUA DK-BN 57x56x70.5
                        ", 2160,11/4/2021
