NAME,PRICE,DATE
"
                                                       OTTO เตาย่างเกาหลี รุ่น GR-175 - สีดำ ปิ้ง ย่าง ทำสุกี้ได้พร้อมกัน สะดวกสบาย เคลือบสาร Non Stick ทำความสะอาดง่าย ปรับความร้อนได้ 6 ระดับ ปลอดภัย
                        ", 899,10/24/2021
